"","centroid","annotations","protein"
"25499","centroid_752","  09182 Protein families: genetic information processing","pdhR"
"25500","centroid_752"," 09180 Brite Hierarchies","pdhR"
"25501","centroid_7525","    3.2.-.-","(RefSeq) pyrimidine specific nucleoside hydrolase"
"25502","centroid_7525","   3.2.-  Glycosylases","(RefSeq) pyrimidine specific nucleoside hydrolase"
"25503","centroid_7525","   99980 Enzymes with EC numbers","(RefSeq) pyrimidine specific nucleoside hydrolase"
"25504","centroid_7525","  09191 Unclassified: metabolism","(RefSeq) pyrimidine specific nucleoside hydrolase"
"25505","centroid_7525","  3.2  Glycosylases","(RefSeq) pyrimidine specific nucleoside hydrolase"
"25506","centroid_7525"," 09190 Not Included in Pathway or Brite","(RefSeq) pyrimidine specific nucleoside hydrolase"
"25507","centroid_7525"," 3. Hydrolases","(RefSeq) pyrimidine specific nucleoside hydrolase"
"25508","centroid_7525","NCBI-GeneID: 11847902","(RefSeq) pyrimidine specific nucleoside hydrolase"
"25509","centroid_7527","NCBI-GeneID: 11847904","(RefSeq) putative regulator"
"25510","centroid_753","    1.2.4.1  pyruvate dehydrogenase (acetyl-transferring)","aceE"
"25511","centroid_753","   00010 Glycolysis / Gluconeogenesis","aceE"
"25512","centroid_753","   00020 Citrate cycle (TCA cycle)","aceE"
"25513","centroid_753","   00620 Pyruvate metabolism","aceE"
"25514","centroid_753","   1.2.4  With a disulfide as acceptor","aceE"
"25515","centroid_753","  09101 Carbohydrate metabolism","aceE"
"25516","centroid_753","  1.2  Acting on the aldehyde or oxo group of donors","aceE"
"25517","centroid_753"," 09100 Metabolism","aceE"
"25518","centroid_753"," 1. Oxidoreductases","aceE"
"25519","centroid_7530","NCBI-GeneID: 11847907","(RefSeq) hypothetical protein"
"25520","centroid_7531","   02000 Transporters [BR:kpm02000]","(RefSeq) dipeptide transport protein"
"25521","centroid_7531","   02010 ABC transporters","(RefSeq) dipeptide transport protein"
"25522","centroid_7531","   02030 Bacterial chemotaxis","(RefSeq) dipeptide transport protein"
"25523","centroid_7531","  09131 Membrane transport","(RefSeq) dipeptide transport protein"
"25524","centroid_7531","  09142 Cell motility","(RefSeq) dipeptide transport protein"
"25525","centroid_7531","  09183 Protein families: signaling and cellular processes","(RefSeq) dipeptide transport protein"
"25526","centroid_7531"," 09130 Environmental Information Processing","(RefSeq) dipeptide transport protein"
"25527","centroid_7531"," 09140 Cellular Processes","(RefSeq) dipeptide transport protein"
"25528","centroid_7531"," 09180 Brite Hierarchies","(RefSeq) dipeptide transport protein"
"25529","centroid_7531","NCBI-GeneID: 11847908","(RefSeq) dipeptide transport protein"
"25530","centroid_754","    2.3.1.12  dihydrolipoyllysine-residue acetyltransferase","aceF"
"25531","centroid_754","   00010 Glycolysis / Gluconeogenesis","aceF"
"25532","centroid_754","   00020 Citrate cycle (TCA cycle)","aceF"
"25533","centroid_754","   00620 Pyruvate metabolism","aceF"
"25534","centroid_754","   2.3.1  Transferring groups other than aminoacyl groups","aceF"
"25535","centroid_754","  09101 Carbohydrate metabolism","aceF"
"25536","centroid_754","  2.3  Acyltransferases","aceF"
"25537","centroid_754"," 09100 Metabolism","aceF"
"25538","centroid_754"," 2. Transferases","aceF"
"25539","centroid_7545","    7.1.1.7  quinol oxidase (electrogenic, proton-motive force generating)","(RefSeq) cytochrome d terminal oxidase polypeptide subunit II"
"25540","centroid_7545","   00190 Oxidative phosphorylation","(RefSeq) cytochrome d terminal oxidase polypeptide subunit II"
"25541","centroid_7545","   02020 Two-component system","(RefSeq) cytochrome d terminal oxidase polypeptide subunit II"
"25542","centroid_7545","   7.1.1  Linked to oxidoreductase reactions","(RefSeq) cytochrome d terminal oxidase polypeptide subunit II"
"25543","centroid_7545","  09102 Energy metabolism","(RefSeq) cytochrome d terminal oxidase polypeptide subunit II"
"25544","centroid_7545","  09132 Signal transduction","(RefSeq) cytochrome d terminal oxidase polypeptide subunit II"
"25545","centroid_7545","  7.1  Catalysing the translocation of hydrons","(RefSeq) cytochrome d terminal oxidase polypeptide subunit II"
"25546","centroid_7545"," 09100 Metabolism","(RefSeq) cytochrome d terminal oxidase polypeptide subunit II"
"25547","centroid_7545"," 09130 Environmental Information Processing","(RefSeq) cytochrome d terminal oxidase polypeptide subunit II"
"25548","centroid_7545"," 7. Translocases","(RefSeq) cytochrome d terminal oxidase polypeptide subunit II"
"25549","centroid_7545","NCBI-GeneID: 11847924","(RefSeq) cytochrome d terminal oxidase polypeptide subunit II"
"25550","centroid_755","    1.8.1.4  dihydrolipoyl dehydrogenase","lpdA"
"25551","centroid_755","   00010 Glycolysis / Gluconeogenesis","lpdA"
"25552","centroid_755","   00020 Citrate cycle (TCA cycle)","lpdA"
"25553","centroid_755","   00260 Glycine, serine and threonine metabolism","lpdA"
"25554","centroid_755","   00280 Valine, leucine and isoleucine degradation","lpdA"
"25555","centroid_755","   00310 Lysine degradation","lpdA"
"25556","centroid_755","   00380 Tryptophan metabolism","lpdA"
"25557","centroid_755","   00620 Pyruvate metabolism","lpdA"
"25558","centroid_755","   00630 Glyoxylate and dicarboxylate metabolism","lpdA"
"25559","centroid_755","   00640 Propanoate metabolism","lpdA"
"25560","centroid_755","   04147 Exosome [BR:kpu04147]","lpdA"
"25561","centroid_755","   1.8.1  With NAD+ or NADP+ as acceptor","lpdA"
"25562","centroid_755","  09101 Carbohydrate metabolism","lpdA"
"25563","centroid_755","  09105 Amino acid metabolism","lpdA"
"25564","centroid_755","  09183 Protein families: signaling and cellular processes","lpdA"
"25565","centroid_755","  1.8  Acting on a sulfur group of donors","lpdA"
"25566","centroid_755"," 09100 Metabolism","lpdA"
"25567","centroid_755"," 09180 Brite Hierarchies","lpdA"
"25568","centroid_755"," 1. Oxidoreductases","lpdA"
"25569","centroid_7550","NCBI-GeneID: 11847929","(RefSeq) hypothetical protein"
"25570","centroid_7552","   02000 Transporters [BR:kpm02000]","(RefSeq) inner membrane protein YdcO"
"25571","centroid_7552","  09183 Protein families: signaling and cellular processes","(RefSeq) inner membrane protein YdcO"
"25572","centroid_7552"," 09180 Brite Hierarchies","(RefSeq) inner membrane protein YdcO"
"25573","centroid_7552","NCBI-GeneID: 11847931","(RefSeq) inner membrane protein YdcO"
"25574","centroid_7559","    2.3.1.-","(RefSeq) ribosomal-protein-L7/L12-serine acetyltransferase"
"25575","centroid_7559","   03009 Ribosome biogenesis [BR:kpm03009]","(RefSeq) ribosomal-protein-L7/L12-serine acetyltransferase"
"25576","centroid_7559","   2.3.1  Transferring groups other than aminoacyl groups","(RefSeq) ribosomal-protein-L7/L12-serine acetyltransferase"
"25577","centroid_7559","  09182 Protein families: genetic information processing","(RefSeq) ribosomal-protein-L7/L12-serine acetyltransferase"
"25578","centroid_7559","  2.3  Acyltransferases","(RefSeq) ribosomal-protein-L7/L12-serine acetyltransferase"
"25579","centroid_7559"," 09180 Brite Hierarchies","(RefSeq) ribosomal-protein-L7/L12-serine acetyltransferase"
"25580","centroid_7559"," 2. Transferases","(RefSeq) ribosomal-protein-L7/L12-serine acetyltransferase"
"25581","centroid_7559","NCBI-GeneID: 11847939","(RefSeq) ribosomal-protein-L7/L12-serine acetyltransferase"
"25582","centroid_7560","NCBI-GeneID: 11847940","(RefSeq) hypothetical protein"
"25583","centroid_7561","    1.1.1.90  aryl-alcohol dehydrogenase","(RefSeq) Zinc-containing alcohol dehydrogenase superfamily protein"
"25584","centroid_7561","   00350 Tyrosine metabolism","(RefSeq) Zinc-containing alcohol dehydrogenase superfamily protein"
"25585","centroid_7561","   00360 Phenylalanine metabolism","(RefSeq) Zinc-containing alcohol dehydrogenase superfamily protein"
"25586","centroid_7561","   00622 Xylene degradation","(RefSeq) Zinc-containing alcohol dehydrogenase superfamily protein"
"25587","centroid_7561","   00623 Toluene degradation","(RefSeq) Zinc-containing alcohol dehydrogenase superfamily protein"
"25588","centroid_7561","   1.1.1  With NAD+ or NADP+ as acceptor","(RefSeq) Zinc-containing alcohol dehydrogenase superfamily protein"
"25589","centroid_7561","  09105 Amino acid metabolism","(RefSeq) Zinc-containing alcohol dehydrogenase superfamily protein"
"25590","centroid_7561","  09111 Xenobiotics biodegradation and metabolism","(RefSeq) Zinc-containing alcohol dehydrogenase superfamily protein"
"25591","centroid_7561","  1.1  Acting on the CH-OH group of donors","(RefSeq) Zinc-containing alcohol dehydrogenase superfamily protein"
"25592","centroid_7561"," 09100 Metabolism","(RefSeq) Zinc-containing alcohol dehydrogenase superfamily protein"
"25593","centroid_7561"," 1. Oxidoreductases","(RefSeq) Zinc-containing alcohol dehydrogenase superfamily protein"
"25594","centroid_7561","NCBI-GeneID: 11847941","(RefSeq) Zinc-containing alcohol dehydrogenase superfamily protein"
"25595","centroid_7563","NCBI-GeneID: 11847943","(RefSeq) hypothetical protein"
"25596","centroid_7565","    1.13.11.3  protocatechuate 3,4-dioxygenase","(RefSeq) intradiol ring-cleavage dioxygenase"
"25597","centroid_7565","   00362 Benzoate degradation","(RefSeq) intradiol ring-cleavage dioxygenase"
"25598","centroid_7565","   00624 Polycyclic aromatic hydrocarbon degradation","(RefSeq) intradiol ring-cleavage dioxygenase"
"25599","centroid_7565","   1.13.11  With incorporation of two atoms of oxygen","(RefSeq) intradiol ring-cleavage dioxygenase"
"25600","centroid_7565","  09111 Xenobiotics biodegradation and metabolism","(RefSeq) intradiol ring-cleavage dioxygenase"
"25601","centroid_7565","  1.13  Acting on single donors with incorporation of molecular oxygen (oxygenases)","(RefSeq) intradiol ring-cleavage dioxygenase"
"25602","centroid_7565"," 09100 Metabolism","(RefSeq) intradiol ring-cleavage dioxygenase"
"25603","centroid_7565"," 1. Oxidoreductases","(RefSeq) intradiol ring-cleavage dioxygenase"
"25604","centroid_7565","NCBI-GeneID: 11847945","(RefSeq) intradiol ring-cleavage dioxygenase"
"25605","centroid_7566","NCBI-GeneID: 11847946","(RefSeq) putative transcriptional regulator (LysR family)"
"25606","centroid_7567","    1.1.5.8  quinate dehydrogenase (quinone)","(RefSeq) glucose dehydrogenase"
"25607","centroid_7567","   00400 Phenylalanine, tyrosine and tryptophan biosynthesis","(RefSeq) glucose dehydrogenase"
"25608","centroid_7567","   1.1.5  With a quinone or similar compound as acceptor","(RefSeq) glucose dehydrogenase"
"25609","centroid_7567","  09105 Amino acid metabolism","(RefSeq) glucose dehydrogenase"
"25610","centroid_7567","  1.1  Acting on the CH-OH group of donors","(RefSeq) glucose dehydrogenase"
"25611","centroid_7567"," 09100 Metabolism","(RefSeq) glucose dehydrogenase"
"25612","centroid_7567"," 1. Oxidoreductases","(RefSeq) glucose dehydrogenase"
"25613","centroid_7567","NCBI-GeneID: 11847947","(RefSeq) glucose dehydrogenase"
"25614","centroid_7568","    1.1.1.1  alcohol dehydrogenase","(RefSeq) alcohol dehydrogenase class III"
"25615","centroid_7568","    1.1.1.284  S-(hydroxymethyl)glutathione dehydrogenase","(RefSeq) alcohol dehydrogenase class III"
"25616","centroid_7568","   00010 Glycolysis / Gluconeogenesis","(RefSeq) alcohol dehydrogenase class III"
"25617","centroid_7568","   00071 Fatty acid degradation","(RefSeq) alcohol dehydrogenase class III"
"25618","centroid_7568","   00350 Tyrosine metabolism","(RefSeq) alcohol dehydrogenase class III"
"25619","centroid_7568","   00625 Chloroalkane and chloroalkene degradation","(RefSeq) alcohol dehydrogenase class III"
"25620","centroid_7568","   00626 Naphthalene degradation","(RefSeq) alcohol dehydrogenase class III"
"25621","centroid_7568","   00680 Methane metabolism","(RefSeq) alcohol dehydrogenase class III"
"25622","centroid_7568","   1.1.1  With NAD+ or NADP+ as acceptor","(RefSeq) alcohol dehydrogenase class III"
"25623","centroid_7568","  09101 Carbohydrate metabolism","(RefSeq) alcohol dehydrogenase class III"
"25624","centroid_7568","  09102 Energy metabolism","(RefSeq) alcohol dehydrogenase class III"
"25625","centroid_7568","  09103 Lipid metabolism","(RefSeq) alcohol dehydrogenase class III"
"25626","centroid_7568","  09105 Amino acid metabolism","(RefSeq) alcohol dehydrogenase class III"
"25627","centroid_7568","  09111 Xenobiotics biodegradation and metabolism","(RefSeq) alcohol dehydrogenase class III"
"25628","centroid_7568","  1.1  Acting on the CH-OH group of donors","(RefSeq) alcohol dehydrogenase class III"
"25629","centroid_7568"," 09100 Metabolism","(RefSeq) alcohol dehydrogenase class III"
"25630","centroid_7568"," 1. Oxidoreductases","(RefSeq) alcohol dehydrogenase class III"
"25631","centroid_7568","NCBI-GeneID: 11847948","(RefSeq) alcohol dehydrogenase class III"
"25632","centroid_7568","S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]","(RefSeq) alcohol dehydrogenase class III"
"25633","centroid_7569","   03000 Transcription factors [BR:kpm03000]","(RefSeq) hypothetical protein"
"25634","centroid_7569","  09182 Protein families: genetic information processing","(RefSeq) hypothetical protein"
"25635","centroid_7569"," 09180 Brite Hierarchies","(RefSeq) hypothetical protein"
"25636","centroid_7569","NCBI-GeneID: 11847949","(RefSeq) hypothetical protein"
"25637","centroid_7571","NCBI-GeneID: 11847951","(RefSeq) hypothetical protein"
"25638","centroid_7576","NCBI-GeneID: 11847956","(RefSeq) putative oxidoreductase"
"25639","centroid_7581","    7.2.1.2  ferredoxin---NAD+ oxidoreductase (Na+-transporting)","(RefSeq) electron transport complex protein RnfB"
"25640","centroid_7581","   7.2.1  Linked to oxidoreductase reactions","(RefSeq) electron transport complex protein RnfB"
"25641","centroid_7581","   99980 Enzymes with EC numbers","(RefSeq) electron transport complex protein RnfB"
"25642","centroid_7581","  09191 Unclassified: metabolism","(RefSeq) electron transport complex protein RnfB"
"25643","centroid_7581","  7.2  Catalysing the translocation of inorganic cations","(RefSeq) electron transport complex protein RnfB"
"25644","centroid_7581"," 09190 Not Included in Pathway or Brite","(RefSeq) electron transport complex protein RnfB"
"25645","centroid_7581"," 7. Translocases","(RefSeq) electron transport complex protein RnfB"
"25646","centroid_7581","NCBI-GeneID: 11847961","(RefSeq) electron transport complex protein RnfB"
"25647","centroid_7582","    7.2.1.2  ferredoxin---NAD+ oxidoreductase (Na+-transporting)","(RefSeq) electron transport complex protein"
"25648","centroid_7582","   7.2.1  Linked to oxidoreductase reactions","(RefSeq) electron transport complex protein"
"25649","centroid_7582","   99980 Enzymes with EC numbers","(RefSeq) electron transport complex protein"
"25650","centroid_7582","  09191 Unclassified: metabolism","(RefSeq) electron transport complex protein"
"25651","centroid_7582","  7.2  Catalysing the translocation of inorganic cations","(RefSeq) electron transport complex protein"
"25652","centroid_7582"," 09190 Not Included in Pathway or Brite","(RefSeq) electron transport complex protein"
